Timestamp,Open,High,Low,Close,Volume
2012-12-17 03:00:00,0.98602,0.98645,0.98594,0.98617,1004
2012-12-17 04:00:00,0.98617,0.98619,0.98571,0.98597,1349
2012-12-17 05:00:00,0.98597,0.98611,0.98565,0.98599,1281
2012-12-17 06:00:00,0.98597,0.98697,0.98597,0.98686,1472
2012-12-17 07:00:00,0.98686,0.98688,0.98618,0.98648,2347
2012-12-17 08:00:00,0.98649,0.98688,0.98625,0.98662,3835
2012-12-17 09:00:00,0.9866,0.98722,0.98633,0.9868,3191
2012-12-17 10:00:00,0.98682,0.98802,0.98678,0.98802,3602
2012-12-17 11:00:00,0.98801,0.98802,0.987,0.98708,2761
2012-12-17 12:00:00,0.98707,0.98808,0.98697,0.98738,2799
2012-12-17 13:00:00,0.9874,0.98742,0.98453,0.98488,4669
2012-12-17 14:00:00,0.98489,0.98518,0.98407,0.98412,4702
2012-12-17 15:00:00,0.98411,0.9847,0.98351,0.98431,4783
2012-12-17 16:00:00,0.98431,0.98471,0.98399,0.9841,4395
2012-12-17 17:00:00,0.9841,0.98453,0.98398,0.98431,2518
2012-12-17 18:00:00,0.9843,0.98503,0.9842,0.9846,2793
2012-12-17 19:00:00,0.9846,0.98508,0.98373,0.9842,3703
2012-12-17 20:00:00,0.98419,0.98432,0.98357,0.98359,2341
2012-12-17 21:00:00,0.98358,0.98387,0.9833,0.9834,2432
2012-12-17 22:00:00,0.98337,0.98408,0.98332,0.98373,1126
2012-12-17 23:00:00,0.98373,0.98399,0.98359,0.98379,1342
2012-12-18 00:00:00,0.98379,0.98401,0.98349,0.98349,1493
2012-12-18 01:00:00,0.9835,0.98365,0.98338,0.98356,2403
2012-12-18 02:00:00,0.98355,0.98356,0.98332,0.98339,1199
2012-12-18 03:00:00,0.98341,0.98351,0.98308,0.9834,1319
2012-12-18 04:00:00,0.9834,0.98349,0.9832,0.98326,1072
2012-12-18 05:00:00,0.98328,0.98351,0.98323,0.9835,1025
2012-12-18 06:00:00,0.98348,0.98389,0.98324,0.98388,1009
2012-12-18 07:00:00,0.98387,0.98412,0.98372,0.98391,1666
2012-12-18 08:00:00,0.98391,0.98437,0.98342,0.98384,3150
2012-12-18 09:00:00,0.98384,0.98416,0.98362,0.98396,2434
2012-12-18 10:00:00,0.98396,0.98443,0.98368,0.98443,1926
2012-12-18 11:00:00,0.98445,0.98488,0.98414,0.98488,2066
2012-12-18 12:00:00,0.98488,0.98492,0.98428,0.98429,1934
2012-12-18 13:00:00,0.98429,0.98469,0.98393,0.98467,3182
2012-12-18 14:00:00,0.98467,0.98513,0.98447,0.98498,3962
2012-12-18 15:00:00,0.98498,0.9853,0.98407,0.98448,5763
2012-12-18 16:00:00,0.98447,0.98542,0.98441,0.98532,5067
2012-12-18 17:00:00,0.98532,0.98543,0.98507,0.98528,2505
2012-12-18 18:00:00,0.98528,0.98552,0.98526,0.98548,2075
2012-12-18 19:00:00,0.98548,0.98578,0.98518,0.98531,2410
2012-12-18 20:00:00,0.98533,0.98578,0.98527,0.98564,1977
2012-12-18 21:00:00,0.98564,0.98588,0.9856,0.98561,1880
2012-12-18 22:00:00,0.98562,0.98605,0.98512,0.98592,1056
2012-12-18 23:00:00,0.98592,0.98635,0.98569,0.98616,1552
2012-12-19 00:00:00,0.98616,0.98628,0.98598,0.98621,1415
2012-12-19 01:00:00,0.98621,0.98643,0.98612,0.98638,1001
2012-12-19 02:00:00,0.98637,0.98662,0.98616,0.98661,1388
2012-12-19 03:00:00,0.98663,0.98671,0.98643,0.98645,1178
2012-12-19 04:00:00,0.98645,0.98659,0.9861,0.98647,1385
2012-12-19 05:00:00,0.98647,0.98662,0.9859,0.98603,1238
2012-12-19 06:00:00,0.98605,0.9862,0.98558,0.98578,1320
2012-12-19 07:00:00,0.98576,0.98587,0.98521,0.9857,2307
2012-12-19 08:00:00,0.9857,0.98618,0.98547,0.98579,2924
2012-12-19 09:00:00,0.9858,0.98635,0.98515,0.98552,4379
2012-12-19 10:00:00,0.98552,0.98618,0.98528,0.98591,2686
2012-12-19 11:00:00,0.98594,0.98614,0.9849,0.98511,2969
2012-12-19 12:00:00,0.9851,0.98581,0.9851,0.98547,3022
2012-12-19 13:00:00,0.98549,0.98732,0.98547,0.98708,3707
2012-12-19 14:00:00,0.98711,0.98793,0.98695,0.98791,4098
2012-12-19 15:00:00,0.98794,0.98811,0.9867,0.9867,5986
2012-12-19 16:00:00,0.98676,0.98691,0.98634,0.9868,4524
2012-12-19 17:00:00,0.9868,0.98734,0.98627,0.98733,3952
2012-12-19 18:00:00,0.98731,0.9874,0.98667,0.98697,2679
2012-12-19 19:00:00,0.98698,0.98774,0.98697,0.9875,3345
2012-12-19 20:00:00,0.98749,0.98812,0.98724,0.98804,3010
2012-12-19 21:00:00,0.98802,0.98875,0.9879,0.98865,2447
2012-12-19 22:00:00,0.98861,0.98908,0.9884,0.98903,1204
2012-12-19 23:00:00,0.989,0.9891,0.98847,0.98881,1598
2012-12-20 00:00:00,0.98881,0.98905,0.98865,0.98897,1592
2012-12-20 01:00:00,0.98897,0.9891,0.98888,0.98898,1556
2012-12-20 02:00:00,0.98898,0.98908,0.98857,0.98903,1481
2012-12-20 03:00:00,0.98903,0.98922,0.98878,0.98879,1111
2012-12-20 04:00:00,0.98879,0.98912,0.9887,0.98891,1841
2012-12-20 05:00:00,0.98891,0.98917,0.9887,0.98872,1274
2012-12-20 06:00:00,0.98873,0.98877,0.98843,0.98872,1326
2012-12-20 07:00:00,0.98873,0.9888,0.98789,0.98832,1655
2012-12-20 08:00:00,0.98832,0.98837,0.98772,0.98818,3064
2012-12-20 09:00:00,0.98778,0.98888,0.9877,0.98888,3279
2012-12-20 10:00:00,0.98888,0.98898,0.98827,0.98889,2729
2012-12-20 11:00:00,0.98898,0.9891,0.9884,0.98908,2431
2012-12-20 12:00:00,0.98908,0.98953,0.98868,0.98936,3089
2012-12-20 13:00:00,0.98934,0.98949,0.98788,0.98795,6348
2012-12-20 14:00:00,0.98795,0.9896,0.98749,0.98953,6375
2012-12-20 15:00:00,0.98953,0.98953,0.98804,0.98858,7317
2012-12-20 16:00:00,0.98854,0.9886,0.98783,0.98827,4675
2012-12-20 17:00:00,0.98828,0.98857,0.98691,0.98741,3333
2012-12-20 18:00:00,0.98741,0.98806,0.98734,0.98739,2759
2012-12-20 19:00:00,0.98738,0.98773,0.98711,0.98732,2844
2012-12-20 20:00:00,0.98731,0.98743,0.98707,0.98723,2746
2012-12-20 21:00:00,0.98721,0.98769,0.98712,0.98763,1677
2012-12-20 22:00:00,0.98757,0.98778,0.9872,0.98762,714
2012-12-20 23:00:00,0.98761,0.98783,0.98741,0.98763,1024
2012-12-21 00:00:00,0.98763,0.98808,0.98754,0.98788,2132
2012-12-21 01:00:00,0.98787,0.9896,0.98786,0.98939,5538
2012-12-21 02:00:00,0.98938,0.98986,0.9892,0.98932,3072
2012-12-21 03:00:00,0.98932,0.98958,0.98903,0.98939,1799
2012-12-21 04:00:00,0.98939,0.98976,0.98937,0.98971,1581
2012-12-21 05:00:00,0.98971,0.98991,0.98966,0.98977,1337
2012-12-21 06:00:00,0.98977,0.98982,0.9895,0.98973,1703
2012-12-21 07:00:00,0.98971,0.99056,0.98935,0.9905,2784
2012-12-21 08:00:00,0.9905,0.99057,0.99002,0.9902,3470
2012-12-21 09:00:00,0.9902,0.99116,0.99019,0.99057,2681
2012-12-21 10:00:00,0.99057,0.99131,0.99042,0.99113,3059
2012-12-21 11:00:00,0.99113,0.99119,0.9902,0.99028,2217
2012-12-21 12:00:00,0.99028,0.99108,0.99027,0.99107,2973
2012-12-21 13:00:00,0.99104,0.99278,0.99064,0.99235,5721
2012-12-21 14:00:00,0.99232,0.99346,0.99209,0.99323,5736
2012-12-21 15:00:00,0.99322,0.99476,0.99274,0.99467,6609
2012-12-21 16:00:00,0.99466,0.99528,0.99407,0.99412,5943
2012-12-21 17:00:00,0.99411,0.99436,0.9926,0.99273,4295
2012-12-21 18:00:00,0.99273,0.9933,0.99242,0.99321,2868
2012-12-21 19:00:00,0.99321,0.99425,0.99274,0.99413,2623
2012-12-21 20:00:00,0.99412,0.99421,0.99336,0.99336,2589
2012-12-21 21:00:00,0.99333,0.9935,0.99272,0.99307,1732
2012-12-23 22:00:00,0.99338,0.9936,0.99318,0.99353,546
2012-12-23 23:00:00,0.99353,0.99379,0.99296,0.99369,1765
2012-12-24 00:00:00,0.99363,0.99429,0.99355,0.99421,1785
2012-12-24 01:00:00,0.99421,0.99447,0.99374,0.99435,1612
2012-12-24 02:00:00,0.99435,0.99447,0.9941,0.99418,1371
2012-12-24 03:00:00,0.99416,0.99434,0.99376,0.99407,1114
2012-12-24 04:00:00,0.99408,0.99408,0.99294,0.99297,1329
2012-12-24 05:00:00,0.99298,0.99314,0.99289,0.9929,1034
2012-12-24 06:00:00,0.9929,0.99304,0.99267,0.99292,1145
2012-12-24 07:00:00,0.99294,0.99356,0.99291,0.9935,1664
2012-12-24 08:00:00,0.9935,0.99383,0.99314,0.99336,2046
2012-12-24 09:00:00,0.99333,0.99335,0.99225,0.99307,1951
2012-12-24 10:00:00,0.99307,0.99352,0.99284,0.99296,1239
2012-12-24 11:00:00,0.99293,0.99293,0.99193,0.99261,2628
2012-12-24 12:00:00,0.9926,0.99364,0.99254,0.99341,2002
2012-12-24 13:00:00,0.9934,0.99343,0.99249,0.99274,1992
2012-12-24 14:00:00,0.99272,0.99298,0.99144,0.99258,3885
2012-12-24 15:00:00,0.99259,0.99267,0.99165,0.99226,2861
2012-12-24 16:00:00,0.99224,0.99228,0.99122,0.99129,2469
2012-12-24 17:00:00,0.99128,0.9917,0.99097,0.99109,2545
2012-12-24 18:00:00,0.99112,0.99222,0.99068,0.99217,2914
2012-12-24 19:00:00,0.99217,0.9927,0.99112,0.99123,2124
2012-12-24 20:00:00,0.99123,0.99298,0.99123,0.99264,2390
2012-12-24 21:00:00,0.99269,0.99306,0.99085,0.99278,2297
2012-12-24 22:00:00,0.99275,0.99288,0.99223,0.99239,312
2012-12-24 23:00:00,0.99244,0.99288,0.99242,0.99264,327
2012-12-25 00:00:00,0.99268,0.99304,0.99136,0.99267,784
2012-12-25 01:00:00,0.99253,0.99253,0.99127,0.99175,592
2012-12-25 02:00:00,0.99176,0.99193,0.99078,0.99093,517
2012-12-25 03:00:00,0.99094,0.99283,0.99091,0.99107,510
2012-12-25 04:00:00,0.99107,0.99254,0.99106,0.99133,674
2012-12-25 05:00:00,0.99137,0.9928,0.99123,0.99254,384
2012-12-25 06:00:00,0.99257,0.99279,0.99242,0.99257,270
2012-12-25 07:00:00,0.99261,0.99299,0.99185,0.992,348
2012-12-25 08:00:00,0.99236,0.99285,0.99165,0.99177,361
2012-12-25 09:00:00,0.99193,0.99303,0.99192,0.99302,19
2012-12-25 17:00:00,0.99325,0.99325,0.99138,0.99194,32
2012-12-25 18:00:00,0.99185,0.9919,0.99074,0.99086,341
2012-12-25 19:00:00,0.99084,0.9916,0.99069,0.99072,679
2012-12-25 20:00:00,0.99071,0.99151,0.99065,0.9909,506
2012-12-25 21:00:00,0.9909,0.99198,0.9906,0.99152,400
2012-12-25 22:00:00,0.9913,0.99178,0.98966,0.9915,412
2012-12-25 23:00:00,0.99159,0.99207,0.99069,0.99131,1692
2012-12-26 00:00:00,0.99132,0.99227,0.99122,0.99174,1991
2012-12-26 01:00:00,0.99176,0.99183,0.99075,0.99123,2368
2012-12-26 02:00:00,0.99123,0.99135,0.99103,0.99131,732
2012-12-26 03:00:00,0.99133,0.99277,0.99126,0.99238,1052
2012-12-26 04:00:00,0.99235,0.99274,0.99182,0.99246,561
2012-12-26 05:00:00,0.99246,0.99276,0.99126,0.99176,1124
2012-12-26 06:00:00,0.99173,0.99207,0.99138,0.99187,1053
2012-12-26 07:00:00,0.99189,0.99267,0.99185,0.99196,615
2012-12-26 08:00:00,0.99194,0.99252,0.99189,0.9923,1215
2012-12-26 09:00:00,0.9923,0.99302,0.99084,0.99301,862
2012-12-26 10:00:00,0.99304,0.99335,0.99239,0.99333,561
2012-12-26 11:00:00,0.99331,0.99358,0.99271,0.99337,1634
2012-12-26 12:00:00,0.99334,0.99336,0.99226,0.99239,1591
2012-12-26 13:00:00,0.99239,0.99264,0.99196,0.99217,2087
2012-12-26 14:00:00,0.99216,0.99231,0.99162,0.9923,2419
2012-12-26 15:00:00,0.99231,0.99407,0.99226,0.99402,3775
2012-12-26 16:00:00,0.99399,0.99493,0.99363,0.99458,3356
2012-12-26 17:00:00,0.99458,0.99505,0.99424,0.9943,2588
2012-12-26 18:00:00,0.9943,0.99483,0.99421,0.99467,1909
2012-12-26 19:00:00,0.99467,0.9947,0.99425,0.99428,1870
2012-12-26 20:00:00,0.99428,0.99437,0.99378,0.99407,1697
