Date,Open,High,Low,Close,Adj Close,Volume
1996-07-18,127.730003,132.895004,127.730003,130.929993,50.786758,23239824
1996-07-19,131.632004,132.501999,127.814003,129.190002,50.111832,14549024
1996-07-22,126.607002,128.992996,124.109001,126.860001,49.208038,5559088
1996-07-23,127.420998,127.420998,113.553001,114.086998,44.253498,28643599
1996-07-24,110.886002,114.536003,104.709999,108.107002,41.933895,22848338
1996-07-25,108.079002,110.606003,106.732002,107.348999,41.639877,14751268
1996-07-26,106.113998,106.676003,102.773003,105.018997,40.736084,21492206
1996-07-29,105.553001,108.276001,103.924004,104.402000,40.496746,11678688
1996-07-30,103.587997,104.990997,99.938103,103.138000,40.006451,18240091
1996-07-31,105.188004,108.304001,102.183998,108.304001,42.010315,13110160
1996-08-01,112.850998,113.413002,106.197998,106.956001,41.487431,17769969
1996-08-02,107.237000,108.079002,105.216003,105.973999,41.106522,11569863
1996-08-05,107.797997,109.483002,105.018997,105.665001,40.986664,9896606
1996-08-06,106.563004,106.619003,103.502998,104.990997,40.725224,10468251
1996-08-07,105.973999,110.240997,105.356003,110.184998,42.739937,11979695
1996-08-08,111.699997,111.981003,106.732002,107.237000,41.596439,12955828
1996-08-09,106.956001,108.892998,106.225998,107.320999,41.629013,10643155
1996-08-12,107.797997,108.163002,105.160004,105.917999,41.084793,8172677
1996-08-13,104.990997,106.422997,104.149002,104.850998,40.670910,8894469
1996-08-14,105.553001,107.040001,104.430000,104.906998,40.692638,8615816
1996-08-15,null,null,null,null,null,null
1996-08-16,105.805000,106.563004,104.289001,105.102997,40.768669,8013091
1996-08-19,104.709999,104.822998,101.200996,101.875000,39.516548,7345088
1996-08-20,101.342003,103.306999,101.342003,102.014999,39.570854,7562294
1996-08-21,103.839996,107.125000,103.839996,106.338997,41.248104,9006768
1996-08-22,108.612999,108.724998,105.553001,106.057999,41.139095,14660788
1996-08-23,106.057999,107.769997,105.693001,106.704002,41.389683,7638525
1996-08-26,106.281998,107.237000,105.412003,105.721001,41.008385,5296464
1996-08-27,105.833000,107.237000,104.906998,105.833000,41.051826,6157449
1996-08-28,108.360001,109.735001,107.797997,109.511002,42.478500,9047644
1996-08-29,110.043999,111.897003,109.230003,109.707001,42.554523,16323358
1996-08-30,109.342003,110.268997,109.117996,109.875999,42.620079,6399679
1996-09-02,110.099998,111.671997,109.763000,110.999001,43.055679,7675572
1996-09-03,111.728996,112.850998,108.107002,108.808998,42.206192,13896873
1996-09-04,108.668999,109.455002,107.237000,109.061996,42.304329,6747439
1996-09-05,109.455002,110.380997,109.342003,110.099998,42.706959,4887256
1996-09-06,110.380997,110.380997,108.864998,109.146004,42.336922,5235105
1996-09-09,108.808998,108.948997,105.833000,106.197998,41.193405,7104639
1996-09-10,106.085999,106.085999,103.615997,104.233002,40.431198,9571644
1996-09-11,104.990997,105.777000,103.054001,103.418999,40.115459,5962418
1996-09-12,102.886002,103.278999,100.779999,102.379997,39.712437,10611452
1996-09-13,102.745003,103.250999,100.303001,100.779999,39.091801,8523198
1996-09-16,99.994202,100.135002,96.260597,96.906303,37.589233,11257636
1996-09-17,97.551903,99.095901,96.934303,98.281799,38.122765,7888146
1996-09-18,99.376701,103.811996,98.113403,103.054001,39.973866,8564075
1996-09-19,102.183998,103.727997,98.169502,98.590599,38.242554,10716270
1996-09-20,98.366096,99.938103,97.495796,98.085297,38.046558,6239380
1996-09-23,97.748497,98.422203,94.716599,95.839500,37.175426,10721346
1996-09-24,95.867599,98.309898,95.867599,97.158897,37.687206,8828301
1996-09-25,98.141502,99.629303,96.906303,97.158897,37.687206,7160210
1996-09-26,96.850098,97.130898,94.941200,95.839500,37.175426,9639059
1996-09-27,95.306099,95.727203,94.351700,94.632401,36.707203,7858313
1996-09-30,94.211304,96.878197,93.818298,96.372902,37.382324,9516430
1996-10-01,96.850098,97.046600,95.025398,95.727203,37.131863,6200106
1996-10-02,null,null,null,null,null,null
1996-10-03,96.990501,99.938103,95.755302,96.653603,37.491207,15588742
1996-10-04,96.372902,97.074699,94.913101,95.755302,37.142769,8201264
1996-10-07,96.008003,96.008003,89.439003,92.583099,35.912285,13038916
1996-10-08,92.133904,92.611198,88.709099,91.881302,35.640068,11751001
1996-10-09,92.639297,95.783401,91.404099,93.144600,36.130096,8228337
1996-10-10,92.498901,95.306099,92.498901,94.885101,36.805222,9039184
1996-10-11,95.165802,99.882004,94.604301,97.973000,38.002991,21864635
1996-10-14,97.664200,98.253799,95.755302,96.092201,37.273445,9004274
1996-10-15,95.530701,97.018600,94.604301,96.036003,37.251648,10212040
1996-10-16,97.551903,98.787102,95.783401,96.232498,37.327858,10731765
1996-10-17,95.755302,97.074699,94.323601,96.569397,37.458546,8295484
1996-10-18,96.878197,97.664200,95.727203,96.288696,37.349663,7150503
1996-10-21,null,null,null,null,null,null
1996-10-22,96.990501,99.067902,96.316704,96.822098,37.556561,7826698
1996-10-23,98.815201,103.615997,98.815201,103.615997,40.191864,13882892
1996-10-24,108.640999,110.043999,103.896004,105.300003,40.845081,25737375
1996-10-25,105.553001,108.864998,104.345001,107.995003,41.890453,18146940
1996-10-28,108.388000,109.763000,106.478996,107.040001,41.520012,12212574
1996-10-29,106.676003,107.517998,104.458000,105.384003,40.877663,13163237
1996-10-30,null,null,null,null,null,null
1996-10-31,103.615997,104.374001,99.095901,101.342003,39.309807,18159318
1996-11-01,102.155998,104.990997,99.938103,100.723999,39.070080,14782437
1996-11-04,99.685402,99.685402,96.148300,96.625504,37.480305,9697835
1996-11-05,96.569397,97.130898,92.105904,93.088402,36.108299,12579926
1996-11-06,92.639297,93.986702,90.730301,92.414703,35.846973,12794460
1996-11-07,93.621803,94.885101,92.583099,94.407799,36.620071,9859025
1996-11-08,95.137703,95.727203,94.183197,94.828903,36.783424,9032683
1996-11-11,93.088402,95.165802,92.246201,93.874496,36.413204,6933653
1996-11-12,null,null,null,null,null,null
1996-11-13,94.885101,95.446503,93.846397,95.109596,36.892300,4078635
1996-11-14,94.744698,95.165802,92.779602,93.734100,36.358749,6102858
1996-11-15,93.369102,94.211304,92.919998,93.986702,36.456738,2873096
1996-11-18,94.716599,95.895699,94.351700,95.642998,37.099209,4902217
1996-11-19,96.008003,96.148300,93.481400,94.014801,36.467632,5026360
1996-11-20,92.077797,94.604301,89.916199,90.224998,34.997597,10597114
1996-11-21,89.972397,91.095299,87.951103,88.596802,34.366043,14233858
1996-11-22,88.259903,88.737198,87.024803,87.445801,33.919579,10851722
1996-11-25,87.052803,91.235603,85.929901,89.495102,34.714489,11256656
1996-11-26,90.926804,90.926804,88.007301,88.933701,34.496723,13126903
1996-11-27,86.519402,86.828201,84.498199,86.238701,33.451347,9868109
1996-11-28,86.744003,88.989799,85.789597,86.294899,33.473145,9147297
1996-11-29,86.856300,89.214401,86.126404,86.463303,33.538471,4144180
1996-12-02,85.901901,87.024803,85.368500,85.733398,33.255333,3617953
1996-12-03,85.536903,86.182602,83.684097,84.750900,32.874237,5995636
1996-12-04,83.656097,84.217499,81.971703,83.122704,32.242676,4569952
1996-12-05,83.235001,85.284302,82.392799,84.582497,32.808918,5622673
1996-12-06,85.199997,86.968597,85.059700,85.424599,33.135559,6143467
1996-12-09,85.901901,86.098396,84.975502,85.340401,33.102901,3266809
1996-12-10,85.171997,85.171997,83.178802,83.656097,32.449570,5867040
1996-12-11,84.273697,89.523201,83.627998,89.326698,34.649158,8080238
1996-12-12,89.551300,90.393501,86.238701,86.575600,33.582027,7680559
1996-12-13,86.463303,86.828201,85.621101,86.463303,33.538471,3747974
1996-12-16,86.968597,91.460197,86.968597,89.551300,34.736275,6897675
1996-12-17,89.691597,90.393501,87.586197,88.400299,34.289810,5635853
1996-12-18,90.393501,92.919998,89.439003,90.056602,34.932281,11702822
1996-12-19,89.382896,90.393501,88.624901,89.523201,34.725380,4703268
1996-12-20,90.646103,93.621803,90.617996,92.218201,35.770748,9430581
1996-12-23,92.639297,93.060303,90.421501,91.067200,35.324284,5506901
1996-12-24,90.449600,91.965500,89.719704,90.870697,35.248062,5233324
1996-12-25,null,null,null,null,null,null
1996-12-26,92.639297,94.604301,91.797096,94.155197,36.522099,5040342
1996-12-27,null,null,null,null,null,null
1996-12-30,null,null,null,null,null,null
1996-12-31,94.885101,95.446503,93.200699,93.986702,36.456738,3597114
1997-01-01,96.569397,100.584000,96.569397,100.584000,39.015785,7324427
1997-01-02,102.521004,104.205002,100.078003,101.088997,39.211658,30092615
1997-01-03,100.078003,102.436996,99.825798,102.043999,39.582108,12378038
1997-01-06,102.605003,103.026001,100.667999,101.763000,39.473110,7184700
1997-01-07,101.342003,105.861000,100.528000,105.356003,40.866810,21760440
1997-01-08,108.079002,108.640999,104.570000,105.384003,40.877663,16249175
1997-01-09,104.990997,106.057999,104.177002,105.046997,40.746952,7965268
1997-01-10,106.563004,107.153000,104.990997,105.525002,40.932354,10059399
1997-01-13,104.458000,106.085999,102.351997,105.721001,41.008385,12451865
1997-01-14,106.676003,107.517998,105.132004,106.760002,41.411400,12020215
1997-01-15,108.360001,114.254997,107.797997,114.254997,44.318657,16783328
1997-01-16,120.711998,122.255997,107.320999,109.679001,42.543659,25268767
1997-01-17,106.732002,111.083000,105.721001,109.033997,42.293461,14317302
1997-01-20,108.388000,109.427002,104.542000,105.244003,40.823357,7649479
1997-01-21,104.430000,105.693001,101.735001,102.521004,39.767132,10166889
1997-01-22,104.486000,109.483002,104.205002,107.601997,41.738007,14884762
1997-01-23,null,null,null,null,null,null
1997-01-24,108.219002,108.780998,106.732002,107.545998,41.716282,7409208
1997-01-27,109.511002,115.097000,109.511002,114.985001,44.601814,12661144
1997-01-28,119.027000,119.813004,114.114998,117.624001,45.625465,16852078
1997-01-29,120.991997,121.834999,111.195000,114.282997,44.329525,19548934
1997-01-30,111.728996,113.778000,109.033997,110.464996,42.848541,15284619
1997-01-31,104.990997,106.676003,102.745003,103.306999,40.072014,14733902
1997-02-03,99.882004,102.043999,98.281799,99.938103,38.765251,11344019
1997-02-04,99.938103,104.374001,99.657402,103.138000,40.006451,16388546
1997-02-05,106.760002,107.461998,102.464996,103.026001,39.963005,7825362
1997-02-06,102.801003,105.412003,101.342003,104.681999,40.605358,10301718
1997-02-07,105.046997,106.310997,103.587997,105.496002,40.921104,8210615
1997-02-10,106.956001,110.352997,106.057999,109.342003,42.412941,15709857
1997-02-11,109.202003,111.167000,107.883003,109.931999,42.641796,8218274
1997-02-12,109.202003,112.009003,109.202003,110.184998,42.739937,9157716
1997-02-13,109.202003,109.959999,108.556000,109.202003,42.358635,3958500
1997-02-14,109.483002,111.757004,109.230003,110.324997,42.794239,7135541
1997-02-17,112.262001,112.682999,110.099998,111.167000,43.120850,6260842
1997-02-18,110.914001,111.167000,108.360001,108.724998,42.173611,6768367
1997-02-19,109.455002,109.763000,106.450996,109.117996,42.326054,7505298
1997-02-20,108.360001,108.920998,107.237000,107.741997,41.792313,4399056
1997-02-21,106.956001,107.237000,105.637001,106.029999,41.128239,6252293
1997-02-24,104.430000,104.906998,101.959000,102.379997,39.712437,5612075
1997-02-25,101.622002,103.727997,100.219002,101.594002,39.407555,7509306
1997-02-26,100.500000,102.886002,100.359001,102.407997,39.723293,5631133
1997-02-27,103.306999,107.237000,103.306999,106.704002,41.389683,10401015
1997-02-28,113.973999,115.265999,110.071999,113.973999,44.209663,6213910
1997-03-03,114.929001,120.514999,112.570999,116.361000,45.135555,19348382
1997-03-04,116.781998,118.325996,115.461998,117.231003,45.473034,12905512
1997-03-05,121.554001,123.518997,116.361000,118.156998,45.832211,16072846
1997-03-06,116.220001,117.848000,115.799004,116.556999,45.211590,8988778
1997-03-07,null,null,null,null,null,null
1997-03-10,114.508003,114.508003,110.746002,111.306999,43.175156,9079615
1997-03-11,110.043999,111.728996,104.430000,106.113998,41.160824,8772464
1997-03-12,109.483002,110.324997,107.264999,108.416000,42.053757,5303054
1997-03-13,108.920998,109.202003,105.973999,106.732002,41.400543,4000267
1997-03-14,105.272003,108.360001,105.132004,106.563004,41.334991,6639148
1997-03-17,106.956001,107.657997,104.934998,106.085999,41.149960,4977469
1997-03-18,106.085999,106.281998,103.896004,104.430000,40.507610,6128506
1997-03-19,106.422997,106.900002,102.239998,102.717003,39.843151,3944875
1997-03-20,101.847000,105.046997,101.088997,103.390999,40.104595,8871582
1997-03-21,104.289001,104.962997,103.250999,103.587997,40.181015,4242408
1997-03-24,null,null,null,null,null,null
1997-03-25,104.709999,104.709999,102.464996,102.970001,39.941288,4754564
1997-03-26,103.867996,103.924004,102.464996,102.801003,39.875744,2491762
1997-03-27,102.323997,103.671997,101.847000,103.138000,40.006451,3732122
1997-03-28,null,null,null,null,null,null
1997-03-31,95.923698,95.923698,92.835800,92.948097,36.053875,86294
1997-04-01,84.778999,91.768997,84.385902,91.095299,35.335175,5295128
1997-04-02,93.200699,95.418404,92.695396,93.706001,36.347862,2401282
1997-04-03,93.762199,94.042900,92.639297,93.284897,36.184505,2024223
1997-04-04,91.488297,92.246201,91.095299,91.993599,35.683624,1723573
1997-04-07,91.235603,91.516403,89.888199,90.281197,35.019394,2451242
1997-04-08,null,null,null,null,null,null
1997-04-09,92.723503,95.278099,92.723503,94.857002,36.794319,3039896
1997-04-10,93.734100,94.548203,90.674202,92.162003,35.748959,3550984
1997-04-11,89.832001,93.762199,88.288002,92.891899,36.032070,4038293
1997-04-14,null,null,null,null,null,null
1997-04-15,92.667297,93.228798,92.133904,92.555000,35.901394,2265918
1997-04-16,null,null,null,null,null,null
1997-04-17,93.706001,95.362297,92.976097,95.081596,36.881443,3760620
1997-04-18,null,null,null,null,null,null
1997-04-21,97.411598,100.556000,96.850098,99.685402,38.667206,4459168
1997-04-22,101.060997,102.043999,97.832703,98.590599,38.242554,3496126
1997-04-23,99.432800,105.496002,98.955597,104.121002,40.387749,14699082
1997-04-24,104.009003,105.384003,101.959000,102.407997,39.723293,7117285
1997-04-25,101.566002,102.717003,101.370003,102.071999,39.592960,5132959
1997-04-28,102.071999,104.317001,101.370003,102.661003,39.821438,7029655
1997-04-29,101.622002,102.998001,100.807999,101.370003,39.320671,6161991
1997-04-30,106.113998,106.113998,103.896004,104.121002,40.387749,6141419
1997-05-01,null,null,null,null,null,null
1997-05-02,102.745003,103.278999,101.566002,101.875000,39.516548,4601923
1997-05-05,100.219002,100.612000,96.709801,97.215103,37.709007,5568795
1997-05-06,97.130898,97.888802,95.334198,96.934303,37.600090,7538071
1997-05-07,100.500000,101.903000,99.095901,100.191002,38.863335,11716893
1997-05-08,100.050003,100.779999,99.657402,100.107002,38.830750,3834446
1997-05-09,100.247002,100.471001,99.208199,99.460899,38.580143,3782527
1997-05-12,99.320503,99.601196,97.243103,97.411598,37.785229,3754386
1997-05-13,97.130898,97.748497,96.429001,97.018600,37.632782,4241784
1997-05-14,97.271202,98.394096,96.120201,98.001099,38.013889,6067325
1997-05-15,97.916901,98.141502,96.850098,97.692299,37.894112,2785288
1997-05-16,97.271202,100.219002,97.271202,99.208199,38.482105,8472259
1997-05-19,100.359001,102.379997,99.882004,100.976997,39.168217,9427998
1997-05-20,100.528000,101.370003,100.135002,100.500000,38.983200,3318283
1997-05-21,100.359001,101.594002,99.545097,100.303001,38.906780,8388903
1997-05-22,100.639999,100.723999,99.460899,99.797699,38.710777,3825541
1997-05-23,99.545097,99.769699,97.271202,97.664200,37.883209,9542345
1997-05-26,94.604301,95.951797,94.323601,94.660500,36.718098,6371448
1997-05-27,95.165802,95.278099,93.565697,93.930603,36.434971,3810312
1997-05-28,94.941200,95.081596,93.593697,93.762199,36.369656,2846558
1997-05-29,93.341103,95.081596,93.256897,94.800797,36.772518,3917980
1997-05-30,94.941200,97.580002,94.463997,96.765900,37.534767,9116751
1997-06-02,97.271202,98.366096,97.130898,98.057297,39.890762,5589634
1997-06-03,98.787102,99.376701,97.973000,98.281799,39.982090,6179446
1997-06-04,98.955597,99.292397,97.495796,97.664200,39.730854,4360851
1997-06-05,97.832703,99.882004,97.580002,98.001099,39.867905,5294950
1997-06-06,98.253799,98.590599,96.709801,97.046600,39.479607,5756968
1997-06-09,96.513298,96.569397,94.941200,95.081596,38.680225,5667468
1997-06-10,94.913101,96.906303,94.913101,95.923698,39.022793,9099118
1997-06-11,96.850098,100.135002,96.850098,98.955597,40.256210,9871137
1997-06-12,99.376701,100.331001,98.899399,100.022003,40.690037,4946923
1997-06-13,100.556000,104.681999,100.556000,102.436996,41.672474,9934099
1997-06-16,102.464996,104.289001,100.612000,101.032997,41.101318,6008015
1997-06-17,102.155998,106.676003,101.735001,104.205002,42.391724,7182563
1997-06-18,107.517998,111.335999,106.169998,110.099998,44.789864,20791788
1997-06-19,108.920998,112.122002,108.360001,110.634003,45.007107,13202956
1997-06-20,111.167000,111.925003,108.079002,109.005997,44.344818,11103748
1997-06-23,109.511002,110.043999,107.012001,107.432999,43.704914,7395493
1997-06-24,107.713997,108.023003,105.300003,105.945999,43.099979,11263959
1997-06-25,108.107002,108.500000,105.609001,105.889000,43.076786,4548490
1997-06-26,106.676003,107.797997,103.727997,105.046997,42.734264,6787603
1997-06-27,104.738998,105.244003,102.464996,102.914001,41.866531,5548846
1997-06-30,102.183998,105.132004,102.183998,104.738998,42.608955,5151750
1997-07-01,108.079002,112.093002,107.855003,112.093002,45.600639,11336271
1997-07-02,115.939003,119.954002,114.817001,118.915001,48.375900,21206517
1997-07-03,120.935997,123.968002,119.391998,122.030998,49.643524,33693648
1997-07-04,124.669998,126.241997,122.536003,123.772003,50.351791,26872917
1997-07-07,122.565002,124.221001,119.588997,119.954002,48.798592,24788760
1997-07-08,119.307999,119.870003,115.855003,117.175003,47.668064,19094575
