Timestamp,Open,High,Low,Close,Volume
2012-12-14 17:00:00,1.24435,1.24583,1.24415,1.24578,7957
2012-12-14 18:00:00,1.24576,1.24579,1.24455,1.24456,3680
2012-12-14 19:00:00,1.24456,1.24585,1.24421,1.24585,3139
2012-12-14 20:00:00,1.24588,1.24625,1.24522,1.24606,3788
2012-12-14 21:00:00,1.24606,1.24634,1.24528,1.2454,3219
2012-12-16 22:00:00,1.2479,1.2506,1.24767,1.24868,5080
2012-12-16 23:00:00,1.24866,1.24916,1.24664,1.24751,3861
2012-12-17 00:00:00,1.24749,1.24855,1.24666,1.24837,3909
2012-12-17 01:00:00,1.24839,1.2487,1.24738,1.24762,3544
2012-12-17 02:00:00,1.24762,1.24851,1.24752,1.24831,2156
2012-12-17 03:00:00,1.24833,1.24841,1.24794,1.24817,2293
2012-12-17 04:00:00,1.24812,1.2488,1.24789,1.2488,2250
2012-12-17 05:00:00,1.24881,1.24887,1.24795,1.24865,2162
2012-12-17 06:00:00,1.24867,1.24961,1.24859,1.24889,2844
2012-12-17 07:00:00,1.24891,1.24978,1.24858,1.24899,5792
2012-12-17 08:00:00,1.24895,1.24974,1.248,1.24831,7672
2012-12-17 09:00:00,1.24828,1.24938,1.24758,1.24836,6035
2012-12-17 10:00:00,1.24842,1.249,1.24765,1.24875,6504
2012-12-17 11:00:00,1.24874,1.24935,1.24773,1.24779,4865
2012-12-17 12:00:00,1.24778,1.25012,1.24772,1.24964,5674
2012-12-17 13:00:00,1.24964,1.25002,1.24823,1.2486,6803
2012-12-17 14:00:00,1.24862,1.24934,1.24748,1.24901,7712
2012-12-17 15:00:00,1.24902,1.24995,1.2483,1.24847,8067
2012-12-17 16:00:00,1.24847,1.24865,1.24746,1.24849,6774
2012-12-17 17:00:00,1.2485,1.24903,1.24706,1.24707,3953
2012-12-17 18:00:00,1.24705,1.24835,1.24701,1.24835,2978
2012-12-17 19:00:00,1.24836,1.24857,1.24777,1.24781,2821
2012-12-17 20:00:00,1.24781,1.24788,1.24739,1.24774,3101
2012-12-17 21:00:00,1.24774,1.24802,1.24684,1.24739,2536
2012-12-17 22:00:00,1.2474,1.24822,1.24709,1.24779,1793
2012-12-17 23:00:00,1.24779,1.24836,1.2476,1.24807,2304
2012-12-18 00:00:00,1.24807,1.24904,1.24723,1.24771,3786
2012-12-18 01:00:00,1.24773,1.24876,1.24733,1.24832,2929
2012-12-18 02:00:00,1.24832,1.2486,1.24786,1.24844,2246
2012-12-18 03:00:00,1.24845,1.24998,1.24839,1.24912,3187
2012-12-18 04:00:00,1.24913,1.24988,1.24896,1.24968,2215
2012-12-18 05:00:00,1.24965,1.2507,1.24933,1.25032,2284
2012-12-18 06:00:00,1.25032,1.25046,1.24956,1.24988,2611
2012-12-18 07:00:00,1.24993,1.24999,1.24899,1.24984,4364
2012-12-18 08:00:00,1.24985,1.25014,1.24865,1.25011,6634
2012-12-18 09:00:00,1.25009,1.25039,1.2495,1.24976,5263
2012-12-18 10:00:00,1.24978,1.25198,1.24971,1.25186,6265
2012-12-18 11:00:00,1.25189,1.25237,1.25132,1.25195,5258
2012-12-18 12:00:00,1.25194,1.25269,1.2517,1.25203,4896
2012-12-18 13:00:00,1.252,1.25202,1.25075,1.25091,6257
2012-12-18 14:00:00,1.25093,1.25338,1.25085,1.25245,7458
2012-12-18 15:00:00,1.2525,1.25362,1.25142,1.25354,10406
2012-12-18 16:00:00,1.2536,1.25621,1.25353,1.25605,9427
2012-12-18 17:00:00,1.25605,1.25635,1.25542,1.25556,4615
2012-12-18 18:00:00,1.25555,1.25699,1.25546,1.25658,4691
2012-12-18 19:00:00,1.25659,1.25695,1.25502,1.25548,4805
2012-12-18 20:00:00,1.25549,1.256,1.25483,1.25505,4089
2012-12-18 21:00:00,1.25505,1.25581,1.25493,1.25562,3259
2012-12-18 22:00:00,1.25561,1.25702,1.25546,1.25701,1678
2012-12-18 23:00:00,1.25698,1.25839,1.25669,1.25768,3631
2012-12-19 00:00:00,1.25769,1.25855,1.25716,1.25816,3591
2012-12-19 01:00:00,1.25815,1.25905,1.25786,1.25863,3122
2012-12-19 02:00:00,1.25861,1.26003,1.25841,1.25971,3918
2012-12-19 03:00:00,1.25972,1.26035,1.25938,1.25938,2780
2012-12-19 04:00:00,1.25938,1.25999,1.25924,1.25974,2840
2012-12-19 05:00:00,1.25974,1.2599,1.25925,1.25986,2468
2012-12-19 06:00:00,1.25987,1.25993,1.25853,1.25898,2999
