Timestamp, Close, Volume, Open, High, Low
2020-08-26 00:00:00, $221.15,39600830, $217.88, $222.09, $217.36
2020-08-25 00:00:00, $216.47,23043700, $213.1, $216.61, $213.1
2020-08-24 00:00:00, $213.69,25460150, $214.79, $215.52, $212.43
2020-08-21 00:00:00, $213.02,36249320, $213.86, $216.25, $212.85
2020-08-20 00:00:00, $214.58,26981480, $209.54, $215, $208.91
2020-08-19 00:00:00, $209.7,27627560, $211.49, $212.1, $209.25
2020-08-18 00:00:00, $211.49,21336170, $210.53, $212.36, $209.21
2020-08-17 00:00:00, $210.28,20184760, $209.6, $211.1874, $208.915
2020-08-14 00:00:00, $208.9,17958940, $208.76, $209.59, $207.51
2020-08-13 00:00:00, $208.7,22588870, $209.44, $211.35, $208.15
2020-08-12 00:00:00, $209.19,28041360, $205.29, $210.28, $204.75
2020-08-11 00:00:00, $203.38,36446460, $207.155, $207.65, $203.14
2020-08-10 00:00:00, $208.25,36716460, $211.67, $211.88, $206.35
2020-08-07 00:00:00, $212.48,27820420, $214.85, $215.7, $210.93
2020-08-06 00:00:00, $216.35,32656840, $212.34, $216.3705, $211.55
2020-08-05 00:00:00, $212.94,28858620, $214.9, $215, $211.57
2020-08-04 00:00:00, $213.29,49280060, $214.17, $214.77, $210.31
2020-08-03 00:00:00, $216.54,78983010, $211.52, $217.64, $210.44
2020-07-31 00:00:00, $205.01,51247970, $204.4, $205.1, $199.01
2020-07-30 00:00:00, $203.9,25079600, $201, $204.46, $199.57
2020-07-29 00:00:00, $204.06,19632600, $202.5, $204.65, $202.01
2020-07-28 00:00:00, $202.02,23251390, $203.61, $204.7, $201.74
2020-07-27 00:00:00, $203.85,30160870, $201.47, $203.97, $200.86
2020-07-24 00:00:00, $201.3,39826990, $200.42, $202.86, $197.51
2020-07-23 00:00:00, $202.54,67457040, $207.19, $210.92, $202.15
2020-07-22 00:00:00, $211.75,49605690, $209.2, $212.3, $208.39
2020-07-21 00:00:00, $208.75,38105780, $213.66, $213.94, $208.03
2020-07-20 00:00:00, $211.6,36884840, $205, $212.3, $203.01
2020-07-17 00:00:00, $202.88,31635280, $204.47, $205.04, $201.39
2020-07-16 00:00:00, $203.92,29940650, $205.4, $205.7, $202.31
2020-07-15 00:00:00, $208.04,32179410, $209.56, $211.33, $205.03
2020-07-14 00:00:00, $208.35,37591820, $206.13, $208.85, $202.03
2020-07-13 00:00:00, $207.07,38135610, $214.48, $215.8, $206.5
2020-07-10 00:00:00, $213.67,26177630, $213.62, $214.08, $211.08
2020-07-09 00:00:00, $214.32,33121680, $216.33, $216.38, $211.47
2020-07-08 00:00:00, $212.83,33600030, $210.07, $213.26, $208.69
2020-07-07 00:00:00, $208.25,33600730, $210.45, $214.67, $207.99
2020-07-06 00:00:00, $210.7,31897630, $208.834, $211.13, $208.09
2020-07-02 00:00:00, $206.26,29315760, $205.68, $208.02, $205
2020-07-01 00:00:00, $204.7,32061210, $203.14, $206.35, $201.77
2020-06-30 00:00:00, $203.51,34310280, $197.882, $204.4, $197.74
2020-06-29 00:00:00, $198.44,26701590, $195.78, $198.53, $193.55
2020-06-26 00:00:00, $196.33,54675780, $199.73, $199.89, $194.88
2020-06-25 00:00:00, $200.34,27803930, $197.8, $200.61, $195.4675
2020-06-24 00:00:00, $197.84,36740650, $201.604, $203.25, $196.56
2020-06-23 00:00:00, $201.91,30917450, $202.09, $203.95, $201.425
2020-06-22 00:00:00, $200.57,32818930, $195.79, $200.76, $195.2301
2020-06-19 00:00:00, $195.15,44441140, $198.59, $199.29, $194.37
2020-06-18 00:00:00, $196.32,23061650, $194, $196.49, $194
2020-06-17 00:00:00, $194.24,25687820, $195.03, $196.32, $193.69
2020-06-16 00:00:00, $193.57,42556660, $192.89, $195.58, $191.46
2020-06-15 00:00:00, $188.94,32770190, $184.58, $190.82, $184.01
2020-06-12 00:00:00, $187.74,43373590, $190.54, $191.72, $185.18
2020-06-11 00:00:00, $186.27,52854670, $193.13, $195.76, $186.07
2020-06-10 00:00:00, $196.84,43872330, $191.125, $198.52, $191.01
2020-06-09 00:00:00, $189.8,29783920, $188, $190.7, $187.2605
2020-06-08 00:00:00, $188.36,33211590, $185.94, $188.55, $184.44
2020-06-05 00:00:00, $187.2,39893640, $182.62, $187.73, $182.01
2020-06-04 00:00:00, $182.92,28761810, $184.3, $185.84, $182.3
2020-06-03 00:00:00, $185.36,27311020, $184.815, $185.94, $183.58
2020-06-02 00:00:00, $184.91,30794590, $184.25, $185, $181.35
2020-06-01 00:00:00, $182.83,22668820, $182.54, $183, $181.46
2020-05-29 00:00:00, $183.25,42146720, $182.73, $184.27, $180.41
2020-05-28 00:00:00, $181.4,33831820, $180.74, $184.1474, $180.38
2020-05-27 00:00:00, $181.81,39517150, $180.2, $181.9877, $176.6
2020-05-26 00:00:00, $181.57,36073610, $186.34, $186.5, $181.1
2020-05-22 00:00:00, $183.51,20826900, $183.19, $184.46, $182.54
2020-05-21 00:00:00, $183.43,29119510, $185.4, $186.67, $183.29
2020-05-20 00:00:00, $185.66,31261330, $184.81, $185.85, $183.94
2020-05-19 00:00:00, $183.63,26799120, $185.03, $186.6, $183.49
2020-05-18 00:00:00, $184.91,35306620, $185.75, $186.2, $183.96
2020-05-15 00:00:00, $183.16,46610380, $179.06, $187.06, $177
2020-05-14 00:00:00, $180.53,41873910, $177.54, $180.69, $175.68
2020-05-13 00:00:00, $179.75,44711490, $182.55, $184.05, $176.54
2020-05-12 00:00:00, $182.51,32038200, $186.8, $187.04, $182.3
2020-05-11 00:00:00, $186.74,30892660, $183.15, $187.51, $182.85
2020-05-08 00:00:00, $184.68,30912640, $184.98, $185, $183.36
2020-05-07 00:00:00, $183.6,28315990, $184.17, $184.55, $182.58
2020-05-06 00:00:00, $182.54,32139300, $182.08, $184.2, $181.6306
2020-05-05 00:00:00, $180.76,36839170, $180.62, $183.65, $179.9
2020-05-04 00:00:00, $178.84,30372860, $174.49, $179, $173.8
2020-05-01 00:00:00, $174.57,39370470, $175.8, $178.64, $174.01
2020-04-30 00:00:00, $179.21,53875860, $180, $180.4, $176.23
2020-04-29 00:00:00, $177.43,51286560, $173.22, $177.68, $171.88
2020-04-28 00:00:00, $169.81,34392690, $175.59, $175.67, $169.39
2020-04-27 00:00:00, $174.05,33194380, $176.59, $176.9, $173.3
2020-04-24 00:00:00, $174.55,34305320, $172.06, $174.56, $170.71
2020-04-23 00:00:00, $171.42,32790800, $174.11, $175.06, $170.91
2020-04-22 00:00:00, $173.52,34651600, $171.39, $174, $170.82
2020-04-21 00:00:00, $167.82,56203750, $173.5, $173.6699, $166.1102
2020-04-20 00:00:00, $175.06,36669560, $176.63, $178.75, $174.99
2020-04-17 00:00:00, $178.6,52765630, $179.5, $180, $175.87
2020-04-16 00:00:00, $177.04,50479610, $174.3, $177.28, $172.9
2020-04-15 00:00:00, $171.88,40940830, $171.2, $173.57, $169.24
2020-04-14 00:00:00, $173.7,52874340, $169, $173.75, $168
2020-04-13 00:00:00, $165.51,41905260, $164.35, $165.57, $162.3
2020-04-09 00:00:00, $165.14,51431780, $166.36, $167.37, $163.33
2020-04-08 00:00:00, $165.13,48318230, $165.67, $166.67, $163.5
2020-04-07 00:00:00, $163.49,62769040, $169.585, $170, $163.26
2020-04-06 00:00:00, $165.27,67111700, $160.32, $166.5, $157.58
2020-04-03 00:00:00, $153.83,41243280, $155.1, $157.38, $152.19
2020-04-02 00:00:00, $155.26,49630740, $151.86, $155.48, $150.36
2020-04-01 00:00:00, $152.11,57969930, $153, $157.75, $150.82
2020-03-31 00:00:00, $157.71,77927190, $159.4, $164.78, $156.56
2020-03-30 00:00:00, $160.23,63420330, $152.44, $160.6, $150.01
2020-03-27 00:00:00, $149.7,57042290, $151.75, $154.89, $149.2
2020-03-26 00:00:00, $156.11,64694430, $148.4, $156.66, $148.37
2020-03-25 00:00:00, $146.92,75638220, $148.91, $154.33, $144.44
2020-03-24 00:00:00, $148.34,82516730, $143.75, $149.6, $141.27
2020-03-23 00:00:00, $135.98,78975180, $137.01, $140.57, $132.52
2020-03-20 00:00:00, $137.35,84866220, $146, $147.1, $135.86
2020-03-19 00:00:00, $142.71,85922660, $142.77, $150.15, $139
2020-03-18 00:00:00, $140.4,81593170, $138, $146, $135.02
2020-03-17 00:00:00, $146.57,81059820, $140, $147.4998, $135
2020-03-16 00:00:00, $135.42,87905870, $140, $149.35, $135
2020-03-13 00:00:00, $158.83,92727450, $147.5, $161.91, $140.73
2020-03-12 00:00:00, $139.06,93226370, $145.3, $153.47, $138.58
2020-03-11 00:00:00, $153.63,56504300, $157.13, $157.7, $151.15
2020-03-10 00:00:00, $160.92,65354390, $158.16, $161.03, $152.58
2020-03-09 00:00:00, $150.62,70419270, $151, $157.75, $150
2020-03-06 00:00:00, $161.57,72821060, $162.61, $163.11, $156
2020-03-05 00:00:00, $166.27,47817250, $166.045, $170.87, $165.69
2020-03-04 00:00:00, $170.55,49814380, $168.485, $170.7, $165.62
2020-03-03 00:00:00, $164.51,71677020, $173.8, $175, $162.26
2020-03-02 00:00:00, $172.79,71030810, $165.31, $172.92, $162.31
2020-02-28 00:00:00, $162.01,97073560, $152.41, $163.71, $152
2020-02-27 00:00:00, $158.18,93174910, $163.32, $167.03, $157.98
2020-02-26 00:00:00, $170.17,56387150, $169.71, $173.26, $168.21
2020-02-25 00:00:00, $168.07,68073300, $174.2, $174.84, $167.6462
2020-02-24 00:00:00, $170.89,68311070, $167.77, $174.55, $163.23
2020-02-21 00:00:00, $178.59,48600390, $183.17, $183.5, $177.25
2020-02-20 00:00:00, $184.42,36862380, $186.95, $187.25, $181.1
2020-02-19 00:00:00, $187.28,29997470, $188.06, $188.18, $186.47
2020-02-18 00:00:00, $187.23,27853110, $185.605, $187.7, $185.5
2020-02-14 00:00:00, $185.35,23149520, $183.25, $185.41, $182.65
2020-02-13 00:00:00, $183.71,35295830, $183.08, $186.23, $182.872
2020-02-12 00:00:00, $184.71,47062920, $185.58, $185.85, $181.85
2020-02-11 00:00:00, $184.44,53159910, $190.65, $190.7, $183.5
2020-02-10 00:00:00, $188.7,35844270, $183.58, $188.84, $183.25
2020-02-07 00:00:00, $183.89,33529070, $182.845, $185.63, $182.48
2020-02-06 00:00:00, $183.63,27751380, $180.97, $183.8199, $180.059
2020-02-05 00:00:00, $179.9,39186320, $184.03, $184.2, $178.4101
2020-02-04 00:00:00, $180.12,36433340, $177.14, $180.64, $176.31
2020-02-03 00:00:00, $174.38,30149050, $170.43, $174.5, $170.4
2020-01-31 00:00:00, $170.23,36142690, $172.21, $172.4, $169.58
2020-01-30 00:00:00, $172.78,51597470, $174.05, $174.05, $170.79
2020-01-29 00:00:00, $168.04,35127770, $167.84, $168.75, $165.69
2020-01-28 00:00:00, $165.46,24899940, $163.78, $165.755, $163.073
2020-01-27 00:00:00, $162.28,32078070, $161.15, $163.375, $160.2
2020-01-24 00:00:00, $165.04,24918120, $167.51, $167.53, $164.45
2020-01-23 00:00:00, $166.72,19680770, $166.19, $166.8, $165.27
2020-01-22 00:00:00, $165.7,24138780, $167.4, $167.49, $165.68
2020-01-21 00:00:00, $166.5,29517190, $166.68, $168.19, $166.43
2020-01-17 00:00:00, $167.1,34371660, $167.42, $167.4675, $165.43
2020-01-16 00:00:00, $166.17,23865360, $164.35, $166.24, $164.03
2020-01-15 00:00:00, $163.18,21417870, $162.62, $163.94, $162.57
2020-01-14 00:00:00, $162.13,23500780, $163.39, $163.6, $161.72
2020-01-13 00:00:00, $163.28,21637010, $161.76, $163.31, $161.26
2020-01-10 00:00:00, $161.34,20733950, $162.824, $163.22, $161.18
2020-01-09 00:00:00, $162.09,21399950, $161.835, $162.215, $161.03
2020-01-08 00:00:00, $160.09,27762030, $158.93, $160.8, $157.9491
2020-01-07 00:00:00, $157.58,21881740, $159.32, $159.67, $157.32
2020-01-06 00:00:00, $159.03,20826700, $157.08, $159.1, $156.51
2020-01-03 00:00:00, $158.62,21121680, $158.32, $159.945, $158.06
2020-01-02 00:00:00, $160.62,22634550, $158.78, $160.73, $158.33
2019-12-31 00:00:00, $157.7,18393380, $156.77, $157.77, $156.45
2019-12-30 00:00:00, $157.59,16356720, $158.987, $159.02, $156.73
2019-12-27 00:00:00, $158.96,18414350, $159.45, $159.55, $158.22
2019-12-26 00:00:00, $158.67,14526930, $157.56, $158.73, $157.4
2019-12-24 00:00:00, $157.38,8989150, $157.48, $157.71, $157.115
2019-12-23 00:00:00, $157.41,17726280, $158.12, $158.12, $157.27
2019-12-20 00:00:00, $157.41,53599610, $157.35, $158.49, $156.29
2019-12-19 00:00:00, $155.71,25813830, $154, $155.77, $153.75
2019-12-18 00:00:00, $154.37,24132380, $154.3, $155.48, $154.18
2019-12-17 00:00:00, $154.69,25443530, $155.45, $155.71, $154.45
2019-12-16 00:00:00, $155.53,24152770, $155.11, $155.9, $154.82
2019-12-13 00:00:00, $154.53,23850060, $153.004, $154.89, $152.83
2019-12-12 00:00:00, $153.24,24645370, $151.65, $153.44, $151.02
2019-12-11 00:00:00, $151.7,18860000, $151.54, $151.87, $150.33
2019-12-10 00:00:00, $151.13,16481060, $151.29, $151.89, $150.765
2019-12-09 00:00:00, $151.36,16741350, $151.07, $152.21, $150.91
2019-12-06 00:00:00, $151.75,16410400, $150.99, $151.87, $150.27
2019-12-05 00:00:00, $149.93,17880600, $150.05, $150.32, $149.48
2019-12-04 00:00:00, $149.85,17580620, $150.14, $150.1799, $149.2
2019-12-03 00:00:00, $149.31,25192150, $147.49, $149.43, $146.65
2019-12-02 00:00:00, $149.55,27473620, $151.81, $151.83, $148.32
2019-11-29 00:00:00, $151.38,11977300, $152.1, $152.3, $151.28
2019-11-27 00:00:00, $152.32,15201290, $152.33, $152.5, $151.52
2019-11-26 00:00:00, $152.03,24635100, $151.36, $152.42, $151.32
2019-11-25 00:00:00, $151.23,22428590, $150, $151.35, $149.92
2019-11-22 00:00:00, $149.59,15841680, $150.07, $150.3, $148.82
2019-11-21 00:00:00, $149.48,18576080, $149.4, $149.8, $148.501
2019-11-20 00:00:00, $149.62,25720060, $150.31, $150.84, $148.46
2019-11-19 00:00:00, $150.39,23960160, $150.88, $151.33, $150.195
2019-11-18 00:00:00, $150.34,21554760, $150.07, $150.55, $148.98
2019-11-15 00:00:00, $149.97,23508810, $148.93, $149.99, $148.27
2019-11-14 00:00:00, $148.06,19755100, $147.02, $148.41, $147
2019-11-13 00:00:00, $147.31,17444230, $146.74, $147.4625, $146.28
2019-11-12 00:00:00, $147.07,18648710, $146.28, $147.57, $146.06
2019-11-11 00:00:00, $146.11,14370180, $145.34, $146.42, $144.73
2019-11-08 00:00:00, $145.96,16752940, $143.98, $145.99, $143.76
2019-11-07 00:00:00, $144.26,17786720, $143.84, $144.88, $143.77
2019-11-06 00:00:00, $144.06,16575800, $144.37, $144.52, $143.2
2019-11-05 00:00:00, $144.46,18250170, $144.97, $145.02, $143.905
2019-11-04 00:00:00, $144.55,16912000, $144.83, $145, $144.16
2019-11-01 00:00:00, $143.72,33128370, $144.26, $144.42, $142.965
2019-10-31 00:00:00, $143.37,24605140, $144.9, $144.93, $142.99
2019-10-30 00:00:00, $144.61,18496590, $143.52, $145, $142.79
2019-10-29 00:00:00, $142.83,20589470, $144.08, $144.5, $142.65
2019-10-28 00:00:00, $144.19,35280140, $144.4, $145.67, $143.51
2019-10-25 00:00:00, $140.73,25959720, $139.34, $141.14, $139.2
2019-10-24 00:00:00, $139.94,37278400, $139.39, $140.42, $138.67
2019-10-23 00:00:00, $137.24,31380310, $136.88, $137.45, $135.61
2019-10-22 00:00:00, $136.37,27935270, $138.97, $140.01, $136.26
2019-10-21 00:00:00, $138.43,20716040, $138.45, $138.5, $137.01
2019-10-18 00:00:00, $137.41,32284430, $139.76, $140, $136.56
2019-10-17 00:00:00, $139.69,22102800, $140.95, $141.42, $139.02
2019-10-16 00:00:00, $140.41,20841690, $140.79, $140.99, $139.53
2019-10-15 00:00:00, $141.575,19917760, $140.06, $141.79, $139.81
2019-10-14 00:00:00, $139.55,13591640, $139.69, $140.29, $139.52
2019-10-11 00:00:00, $139.68,25551070, $140.12, $141.03, $139.5
2019-10-10 00:00:00, $139.1,18396610, $138.49, $139.6699, $138.25
2019-10-09 00:00:00, $138.24,20178480, $137.46, $138.7, $136.97
2019-10-08 00:00:00, $135.67,26783340, $137.08, $137.76, $135.62
2019-10-07 00:00:00, $137.12,16601280, $137.14, $138.18, $137.02
2019-10-04 00:00:00, $138.12,23839550, $136.75, $138.25, $136.42
2019-10-03 00:00:00, $136.28,26379800, $134.95, $136.75, $133.22
2019-10-02 00:00:00, $134.65,32001760, $136.25, $136.37, $133.5799
2019-10-01 00:00:00, $137.07,22581930, $139.66, $140.25, $137
2019-09-30 00:00:00, $139.03,18430390, $138.05, $139.215, $137.78
2019-09-27 00:00:00, $137.73,22498960, $140.15, $140.36, $136.645
2019-09-26 00:00:00, $139.54,17813510, $139.44, $140.18, $138.44
2019-09-25 00:00:00, $139.36,22544050, $137.5, $139.958, $136.03
2019-09-24 00:00:00, $137.38,30016670, $140.36, $140.69, $136.88
2019-09-23 00:00:00, $139.14,17408370, $139.23, $139.63, $138.44
2019-09-20 00:00:00, $139.44,40040770, $141.01, $141.65, $138.25
2019-09-19 00:00:00, $141.07,36095410, $140.3, $142.37, $140.0736
2019-09-18 00:00:00, $138.52,24473390, $137.36, $138.67, $136.5299
2019-09-17 00:00:00, $137.39,17976290, $136.96, $137.52, $136.425
2019-09-16 00:00:00, $136.33,16731440, $135.83, $136.7, $135.66
2019-09-13 00:00:00, $137.32,23363060, $137.78, $138.06, $136.57
2019-09-12 00:00:00, $137.52,27009980, $137.85, $138.42, $136.87
2019-09-11 00:00:00, $136.12,24726120, $135.91, $136.27, $135.09
2019-09-10 00:00:00, $136.08,28903380, $136.8, $136.8862, $134.51
2019-09-09 00:00:00, $137.52,25773930, $139.59, $139.75, $136.46
2019-09-06 00:00:00, $139.1,20824500, $140.03, $140.18, $138.2
2019-09-05 00:00:00, $140.05,26119520, $139.11, $140.3837, $138.76
2019-09-04 00:00:00, $137.63,18015310, $137.3, $137.69, $136.48
2019-09-03 00:00:00, $136.04,18880770, $136.61, $137.2, $135.7
2019-08-30 00:00:00, $137.86,23946120, $139.15, $139.18, $136.27
2019-08-29 00:00:00, $138.12,20179720, $137.25, $138.44, $136.91
2019-08-28 00:00:00, $135.56,17410830, $134.88, $135.76, $133.55
2019-08-27 00:00:00, $135.74,23115640, $136.39, $136.72, $134.66
2019-08-26 00:00:00, $135.45,20325270, $134.99, $135.56, $133.9
2019-08-23 00:00:00, $133.39,38515390, $137.19, $138.35, $132.8
2019-08-22 00:00:00, $137.78,18709660, $138.66, $139.2, $136.29
2019-08-21 00:00:00, $138.79,14982310, $138.55, $139.4935, $138
2019-08-20 00:00:00, $137.26,21189000, $138.21, $138.71, $137.24
2019-08-19 00:00:00, $138.41,24370540, $137.855, $138.55, $136.885
2019-08-16 00:00:00, $136.13,25026150, $134.88, $136.46, $134.72
2019-08-15 00:00:00, $133.68,28125420, $134.39, $134.58, $132.25
2019-08-14 00:00:00, $133.98,32527250, $136.36, $136.92, $133.67
2019-08-13 00:00:00, $138.6,25496590, $136.05, $138.8, $135
2019-08-12 00:00:00, $135.79,20484350, $137.07, $137.86, $135.24
2019-08-09 00:00:00, $137.71,23466700, $138.61, $139.38, $136.46
2019-08-08 00:00:00, $138.89,27496510, $136.6, $138.99, $135.93
2019-08-07 00:00:00, $135.28,33414540, $133.79, $135.65, $131.8284
2019-08-06 00:00:00, $134.69,32696650, $133.8, $135.68, $133.21
2019-08-05 00:00:00, $132.21,42749550, $133.3, $133.9298, $130.78
2019-08-02 00:00:00, $136.9,30791620, $138.09, $138.32, $135.26
2019-08-01 00:00:00, $138.06,40557500, $137, $140.9383, $136.93
2019-07-31 00:00:00, $136.27,38598790, $140.33, $140.49, $135.08
2019-07-30 00:00:00, $140.35,16846530, $140.14, $141.2199, $139.8005
2019-07-29 00:00:00, $141.03,16605870, $141.5, $141.51, $139.3663
2019-07-26 00:00:00, $141.34,19037600, $140.37, $141.675, $140.3
2019-07-25 00:00:00, $140.19,18356880, $140.43, $140.61, $139.3215
2019-07-24 00:00:00, $140.72,20738280, $138.9, $140.74, $138.85
2019-07-23 00:00:00, $139.29,18034590, $139.76, $139.99, $138.03
2019-07-22 00:00:00, $138.43,25080760, $137.41, $139.19, $137.33
2019-07-19 00:00:00, $136.62,48992360, $140.22, $140.67, $136.45
2019-07-18 00:00:00, $136.42,30808710, $135.55, $136.62, $134.67
2019-07-17 00:00:00, $136.27,20210960, $137.7, $137.93, $136.22
2019-07-16 00:00:00, $137.08,22726130, $138.96, $139.05, $136.52
2019-07-15 00:00:00, $138.9,16651460, $139.44, $139.54, $138.46
2019-07-12 00:00:00, $138.9,18936830, $138.85, $139.13, $138.0099
2019-07-11 00:00:00, $138.4,22327940, $138.2, $139.22, $137.87
2019-07-10 00:00:00, $137.85,24204360, $137.13, $138.58, $137.02
2019-07-09 00:00:00, $136.46,19953100, $136, $136.97, $135.8
2019-07-08 00:00:00, $136.96,16779750, $136.4, $137.1, $135.3701
2019-07-05 00:00:00, $137.06,18141140, $135.94, $137.33, $135.72
2019-07-03 00:00:00, $137.46,13629300, $136.8, $137.74, $136.295
2019-07-02 00:00:00, $136.58,15237840, $136.12, $136.59, $135.34
2019-07-01 00:00:00, $135.68,22654160, $136.63, $136.7, $134.97
2019-06-28 00:00:00, $133.96,30042970, $134.57, $134.6, $133.1558
2019-06-27 00:00:00, $134.15,16557480, $134.14, $134.71, $133.51
2019-06-26 00:00:00, $133.93,23657750, $134.35, $135.74, $133.6
2019-06-25 00:00:00, $133.43,33327420, $137.25, $137.59, $132.73
